Wall time,Step,Value
1608145967.4424477,0,-8.44347858428955
1608147233.440842,1,-3.584615468978882
1608148488.5123217,2,-4.494736671447754
1608149723.1345947,3,-4.675609588623047
1608150941.0121577,4,-2.359999895095825
1608152193.6181512,5,-4.163636207580566
1608153453.452898,6,-5.058139324188232
1608154704.1914248,7,-6.0
1608155986.8842666,8,-4.321052551269531
1608157249.0564253,9,-2.5037035942077637
1608158530.106299,10,-3.843902349472046
1608159807.7407327,11,-1.3468749523162842
1608161086.6255882,12,-5.793749809265137
1608162332.8562644,13,-4.039999961853027
1608163551.1445007,14,-1.191176414489746
1608164746.2054055,15,-4.391176700592041
1608165944.3389482,16,-3.582758665084839
1608167139.1889882,17,-3.859999895095825
1608168349.6609952,18,-3.153125047683716
1608169577.862312,19,-2.450000047683716
1608170762.0754907,20,-1.5680850744247437
1608171949.9952009,21,-2.752631664276123
1608173109.2835834,22,-0.8269230723381042
1608174281.023036,23,0.6352941393852234
1608175433.7454836,24,0.20000000298023224
1608176588.0346909,25,2.0888888835906982
1608177752.3626046,26,-0.6609756350517273
1608178909.4536254,27,1.3272727727890015
1608180070.4123092,28,1.8346153497695923
1608181208.7604103,29,0.4611110985279083
1608182345.0271409,30,-0.158620685338974
1608183483.2571344,31,2.950000047683716
1608184608.1508906,32,-0.04500000178813934
1608185762.587587,33,2.5999999046325684
1608186927.7041035,34,2.2564103603363037
1608188080.4528224,35,0.6909090876579285
1608189227.474389,36,0.6035714149475098
1608190515.0920439,37,2.5098040103912354
1608192046.2825441,38,1.2581818103790283
1608193565.4729826,39,4.03870964050293
1608195067.7271156,40,7.642499923706055
1608196576.4317935,41,2.6694445610046387
1608198063.8638818,42,7.643181800842285
1608199551.7464192,43,2.0807693004608154
1608201051.0286205,44,4.962500095367432
1608202544.374375,45,8.295652389526367
1608204057.2946763,46,5.950980186462402
1608205532.929189,47,7.504878044128418
1608207018.7759137,48,7.4365386962890625
1608208498.7565634,49,6.339024543762207
1608209965.5483134,50,13.440425872802734
1608211424.9394605,51,9.46363639831543
1608212918.796813,52,12.017499923706055
1608214368.54598,53,8.919230461120605
1608215816.513736,54,10.185185432434082
1608217271.82289,55,13.457447052001953
1608218715.7337403,56,11.203636169433594
1608220151.240954,57,13.66333293914795
1608221602.9044082,58,8.390000343322754
1608223062.5972471,59,14.684210777282715
1608224517.6196105,60,15.295238494873047
1608225988.7583358,61,-3.4357142448425293
1608227468.810134,62,14.124324798583984
1608228937.3875146,63,14.899999618530273
1608230383.797018,64,14.72449016571045
1608231828.3930523,65,14.879166603088379
1608233285.7027962,66,7.78000020980835
1608234739.1451986,67,13.734999656677246
1608236207.4955306,68,18.742591857910156
1608237653.4121907,69,13.33214282989502
1608239145.8359854,70,14.202174186706543
1608240641.0811653,71,16.05869483947754
1608242130.0158515,72,16.811628341674805
1608243593.086895,73,17.11777687072754
1608245058.429175,74,11.406896591186523
1608246560.5178118,75,19.282142639160156
1608248013.9470456,76,15.362222671508789
1608249486.6622539,77,15.276086807250977
1608250968.5336356,78,16.40217399597168
1608252424.3332338,79,13.917647361755371
1608253883.6025717,80,14.516666412353516
1608255344.2135634,81,15.393333435058594
1608256802.156124,82,9.41333293914795
1608258270.4005418,83,14.132143020629883
1608259741.7604535,84,18.695453643798828
1608261188.814088,85,12.942856788635254
1608262635.264895,86,17.910417556762695
1608264108.7617593,87,18.33571434020996
1608265566.98113,88,17.977272033691406
1608267032.454766,89,15.247368812561035
1608268505.947734,90,11.465624809265137
1608269979.3107624,91,15.985713958740234
1608271472.7243228,92,15.392857551574707
1608272963.905911,93,15.164102554321289
1608274437.8692875,94,13.780488014221191
1608275920.928403,95,16.767391204833984
1608277420.728341,96,18.75957489013672
1608278913.446754,97,16.547916412353516
1608280387.131276,98,16.99534797668457
1608281735.4592826,99,15.284210205078125
