Wall time,Step,Value
1599479033.6566448,0,-7.0757575035095215
1599479964.9166222,1,-5.586666584014893
1599480901.6615555,2,-8.31219482421875
1599481835.9842222,3,-7.025581359863281
1599482766.6106088,4,-5.19523811340332
1599483709.6724267,5,-6.139024257659912
1599484648.2435257,6,-4.031428337097168
1599485577.2701573,7,-6.5428571701049805
1599486523.6132424,8,-3.9941177368164062
1599487457.8591259,9,-6.613513469696045
1599488386.8850222,10,-7.7166666984558105
1599489314.551092,11,-4.9476189613342285
1599490244.246373,12,-5.113333225250244
1599491180.737865,13,-6.675675868988037
1599492120.7893562,14,-4.6032257080078125
1599493058.2630422,15,-6.815789699554443
1599493993.3293383,16,-3.312195062637329
1599494927.156644,17,-2.864000082015991
1599495873.709802,18,-3.690476179122925
1599496811.1443956,19,-3.5969696044921875
1599497740.7934132,20,-3.6875
1599498676.8064013,21,-4.252500057220459
1599499608.934063,22,-4.359459400177002
1599500535.4317906,23,-4.519999980926514
1599501466.473501,24,-6.678723335266113
1599502390.6553118,25,-4.817777633666992
1599503312.4410462,26,-4.948484897613525
1599504223.2184415,27,-3.5926828384399414
1599505140.712166,28,-0.33636364340782166
1599506054.5037506,29,-2.5696969032287598
1599506936.4592788,30,-2.060606002807617
1599507830.8489237,31,-3.982926845550537
1599508712.8559647,32,-4.183784008026123
1599509585.3972707,33,-1.35757577419281
1599510466.9885416,34,-2.605405330657959
1599511356.0238726,35,-3.347222328186035
1599512232.7570796,36,-3.9512195587158203
1599513113.4327466,37,-4.060526371002197
1599513997.2272248,38,-0.12045454233884811
1599514867.1960351,39,-4.304347991943359
1599515756.1617336,40,-1.5627450942993164
1599516649.6011045,41,-3.429166555404663
1599517549.5871656,42,-2.24399995803833
1599518448.5255384,43,-2.76285719871521
1599519353.2814293,44,-3.299999952316284
1599520266.9518385,45,-3.9179487228393555
1599521150.632251,46,-3.965853691101074
1599522027.746565,47,-5.8204545974731445
1599522912.4102159,48,-2.165384531021118
1599523775.5085013,49,-4.711111068725586
1599524653.2258377,50,-0.5196078419685364
1599525535.3505661,51,-1.4074074029922485
1599526413.1349072,52,-2.2464284896850586
1599527286.7360535,53,-2.9800000190734863
1599528159.0963304,54,-2.0162789821624756
1599529048.017111,55,-3.9673912525177
1599529930.0119848,56,-5.478947162628174
1599530824.5828805,57,-2.25
1599531715.1608,58,-5.769697189331055
1599532605.5594723,59,-3.8840909004211426
1599533469.5987422,60,-3.19024395942688
1599534341.87095,61,-4.517948627471924
1599535220.1147242,62,-3.8458333015441895
1599536093.4750016,63,-3.4342856407165527
1599536978.3269506,64,-1.6782609224319458
1599537855.4473114,65,-1.3645833730697632
1599538718.4801676,66,-4.564000129699707
1599539591.1168706,67,0.5347825884819031
1599540449.518573,68,-3.6416666507720947
1599541295.7873845,69,-1.1974358558654785
1599542151.5675712,70,-1.9145833253860474
1599543004.8859832,71,-2.644897937774658
1599543858.5609434,72,-5.427451133728027
1599544715.2963176,73,-3.115000009536743
1599545560.9068089,74,-4.813043594360352
1599546419.1558912,75,-2.970370292663574
1599547289.8544712,76,-3.1229166984558105
1599548143.3388608,77,-0.18378378450870514
1599548998.8496912,78,-1.0333333015441895
1599549852.9652195,79,-2.5205881595611572
1599550716.5902138,80,-1.9444444179534912
1599551572.020701,81,-2.9717390537261963
1599552417.6858375,82,-4.235714435577393
1599553268.0706334,83,-2.0428571701049805
1599554100.7791085,84,-1.1916667222976685
1599554935.457394,85,-1.5759999752044678
1599555762.247454,86,-0.3499999940395355
1599556603.435878,87,-1.108888864517212
1599557457.7700357,88,-4.129787445068359
1599558316.2531426,89,-1.2194443941116333
1599559173.1326284,90,-1.9189189672470093
1599560022.4830477,91,-3.0466666221618652
1599560881.5437326,92,-3.125
1599561728.5788088,93,-0.21250000596046448
1599562576.9776359,94,-2.361363649368286
1599563263.5193884,95,1.2285714149475098
1599563937.788539,96,-3.2961537837982178
1599564583.8853345,97,-4.721621513366699
1599565245.729702,98,-3.5045454502105713
1599565911.662882,99,-4.134883880615234
1599566547.2218878,100,-3.51111102104187
