Wall time,Step,Value
1601223644.516095,0,-5.838709831237793
1601224576.4805648,1,-6.841860294342041
1601225510.821735,2,-5.0604166984558105
1601226439.944829,3,-5.335294246673584
1601227360.9511788,4,-3.98888897895813
1601228292.149497,5,-6.57027006149292
1601229222.3372643,6,-5.4745097160339355
1601230155.9438508,7,-4.847499847412109
1601231089.3837981,8,-2.348275899887085
1601232019.3222659,9,-4.43055534362793
1601232940.5137959,10,-2.4000000953674316
1601233862.5187225,11,-4.666666507720947
1601234788.1567163,12,-5.599999904632568
1601235719.4740868,13,-4.2171430587768555
1601236653.6446245,14,-4.55555534362793
1601237582.2261007,15,-1.439130425453186
1601238508.162092,16,-4.491666793823242
1601239429.6102397,17,-3.9121952056884766
1601240363.4929755,18,-4.090566158294678
1601241288.4330132,19,-4.665789604187012
1601242210.2903318,20,-1.9387097358703613
1601243139.2654724,21,-4.135135173797607
1601244066.4764943,22,-3.5
1601244990.512562,23,-4.558333396911621
1601245913.5677233,24,-0.37826088070869446
1601246834.1225324,25,-4.056818008422852
1601247755.38948,26,-2.7142856121063232
1601248679.8859203,27,-5.4882354736328125
1601249599.7000377,28,-3.9483871459960938
1601250519.1645722,29,-0.6000000238418579
1601251438.576097,30,-0.8163265585899353
1601252367.637873,31,-4.360000133514404
1601253290.4044693,32,-2.4259259700775146
1601254213.1631756,33,-2.0
1601255130.6350195,34,1.4321428537368774
1601256059.334009,35,-0.7196078300476074
1601256979.1261098,36,-3.0324323177337646
1601257894.7567644,37,-1.1549999713897705
1601258814.2447278,38,-1.67380952835083
1601259725.8339097,39,-1.2999999523162842
1601260627.559118,40,1.1583333015441895
1601261536.9207695,41,1.7272727489471436
1601262450.9422193,42,4.268333435058594
1601263357.0386734,43,-0.08181817829608917
1601264268.195988,44,6.800000190734863
1601265167.1862192,45,5.189795970916748
1601266066.2994823,46,3.252380847930908
1601266958.5962412,47,4.119607925415039
1601267849.8499355,48,3.94038462638855
1601268732.0813253,49,2.4100000858306885
1601269619.1138883,50,7.754166603088379
1601270504.6635833,51,2.1392157077789307
1601271379.0348365,52,1.2454545497894287
1601272266.049597,53,5.419047832489014
1601273150.2433157,54,4.954166889190674
1601274034.7915893,55,2.993103504180908
1601274908.945447,56,1.286956548690796
1601275796.3018553,57,3.6211538314819336
1601276678.4105284,58,2.375675678253174
1601277548.0773954,59,5.986666679382324
1601278414.2453628,60,0.5
1601279287.2379897,61,8.704999923706055
1601280149.4815602,62,9.736000061035156
1601281018.463711,63,-0.7911764979362488
1601281884.6718044,64,6.4666666984558105
1601282757.354517,65,8.643750190734863
1601283629.0735986,66,6.949999809265137
1601284490.758942,67,5.0756754875183105
1601285361.2284448,68,4.646808624267578
1601286236.064011,69,8.46382999420166
1601287104.4461288,70,5.09354829788208
1601287974.5497398,71,5.120930194854736
1601288842.1677055,72,9.827500343322754
1601289713.0252264,73,10.2380952835083
1601290576.9087276,74,4.757894515991211
1601291449.9269884,75,4.319355010986328
1601292323.7311249,76,5.320588111877441
1601293260.0976899,77,7.871110916137695
1601294197.34916,78,4.771697998046875
1601295133.7451713,79,6.088571548461914
1601296062.8526304,80,6.920689582824707
1601296998.3327665,81,7.51800012588501
1601297931.035504,82,11.343181610107422
1601298861.559947,83,10.404254913330078
1601299785.624227,84,6.059999942779541
1601300714.237566,85,9.851666450500488
1601301635.6462996,86,10.45555591583252
1601302544.9960487,87,8.493332862854004
1601303457.5996943,88,10.256522178649902
1601304358.5633166,89,6.918518543243408
1601305261.429746,90,6.982142925262451
1601306157.0837498,91,6.553333282470703
1601307048.2837033,92,11.074999809265137
1601307924.0446026,93,7.462963104248047
1601308804.9693334,94,11.545238494873047
1601309688.6426861,95,8.259183883666992
1601325110.2607803,96,5.5090913772583
1601326013.9184654,97,9.789743661880493
1601326903.9940517,98,7.9882354736328125
1601327812.281767,99,6.4382352828979492
1601328700.499572,100,8.023529529571533
