Wall time,Step,Value
1589388848.9553137,0,-3.0038750171661377
1589389603.2063804,1,0.3577499985694885
1589390360.3418908,2,-1.0911250114440918
1589391116.7939544,3,7.728250026702881
1589391881.9203997,4,9.927249908447266
1589392638.3886793,5,16.537124633789062
1589393394.653606,6,14.0443754196167
1589394159.464522,7,13.231624603271484
1589394916.0637035,8,14.772624969482422
1589395669.45439,9,17.71987533569336
1589396426.5236335,10,18.604999542236328
1589397175.8681765,11,14.733875274658203
1589397932.713925,12,14.952625274658203
1589398688.2627587,13,13.227749824523926
1589399444.2007804,14,17.821500778198242
1589400207.3821945,15,15.83549976348877
1589400962.893376,16,14.854499816894531
1589401728.4281986,17,15.805999755859375
1589402488.0035136,18,14.16712474822998
1589403251.4417055,19,19.177875518798828
1589404007.4495952,20,11.82712459564209
1589404766.010952,21,13.447750091552734
1589405526.1772473,22,16.758499145507812
1589406288.16493,23,14.827375411987305
1589407039.1242387,24,18.20050048828125
1589407794.2973022,25,14.373499870300293
1589408552.6252384,26,10.713250160217285
1589409310.8615263,27,7.374750137329102
1589410057.8697982,28,19.224000930786133
1589410806.9555798,29,14.051375389099121
1589411558.3242314,30,15.347000122070312
1589412308.9823184,31,12.465874671936035
1589413062.0928411,32,16.9064998626709
1589413815.8583236,33,16.987625122070312
1589414574.7354188,34,13.843999862670898
1589415337.6704605,35,10.302124977111816
1589416100.9076347,36,9.529000282287598
1589416861.8357382,37,12.136249542236328
1589417618.4089913,38,14.656499862670898
1589418373.4262419,39,10.619000434875488
