Wall time,Step,Value
1589616176.9980102,0,0.0
1589616508.7080657,1,0.7857142686843872
1589616836.4323149,2,1.1935484409332275
1589617162.652934,3,2.379310369491577
1589617487.7844863,4,3.4000000953674316
1589617815.7767787,5,2.625
1589618137.9930394,6,3.34375
1589618456.2061117,7,3.3333332538604736
1589618774.0404305,8,3.6666667461395264
1589619094.507439,9,2.8888888359069824
1589619415.3207536,10,3.620689630508423
1589619734.336683,11,3.440000057220459
1589620056.7486284,12,2.857142925262451
1589620377.6135705,13,3.4210526943206787
1589620698.556032,14,3.4000000953674316
1589621021.2631125,15,3.4666666984558105
1589621344.960174,16,3.700000047683716
1589621673.7859457,17,3.090909004211426
1589622002.6832647,18,4.047618865966797
1589622327.892691,19,4.21875
1589622653.0451424,20,3.4749999046325684
1589622980.8438337,21,4.133333206176758
1589623304.8138018,22,3.5128204822540283
1589623627.543479,23,3.769230842590332
1589623948.3485138,24,3.774193525314331
1589624268.1687853,25,4.037036895751953
1589624587.9956868,26,3.84375
1589624911.0001984,27,3.700000047683716
1589625236.3792145,28,4.068965435028076
1589625560.6541936,29,4.0
1589625891.5270386,30,3.729729652404785
1589626215.1012225,31,3.8181817531585693
1589626544.457987,32,3.642857074737549
1589626871.9142468,33,4.199999809265137
1589627199.0776672,34,4.0
1589627525.2778008,35,3.575000047683716
1589627847.4781504,36,4.3214287757873535
1589628169.3094275,37,4.2580647468566895
1589628492.0999155,38,4.190476417541504
1589628816.0671105,39,4.034482955932617
