Wall time,Step,Value
1604247176.9189985,1,-2.2074999809265137
1604248282.59946,2,-0.3866249918937683
1604249387.3193033,3,1.1278749704360962
1604250498.4661407,4,1.9082499742507935
1604251603.2594953,5,-1.5097500085830688
1604252705.0944963,6,-10.113499641418457
1604253812.5549283,7,-1.222249984741211
1604254918.2254107,8,-11.397500038146973
1604256024.345471,9,-2.222249984741211
1604257128.8903832,10,7.374000072479248
1604258233.9194176,11,2.9126250743865967
1604259342.0706575,12,-1.1102499961853027
1604260448.4938903,13,4.700624942779541
1604261551.6056275,14,2.6475000381469727
1604262655.520085,15,3.416249990463257
1604263764.0165985,16,11.244625091552734
1604264872.4945633,17,13.857250213623047
1604265980.0266213,18,13.162750244140625
1604267091.9924483,19,14.022624969482422
1604268191.4084556,20,15.081375122070312
1604269302.1514924,21,11.531499862670898
1604270409.9228823,22,17.738500595092773
1604271518.4564676,23,17.27050018310547
1604272620.6072617,24,14.068124771118164
1604273723.924786,25,13.726499557495117
1604274828.6711261,26,15.211000442504883
1604275943.7308328,27,16.504375457763672
1604277043.8688428,28,5.209750175476074
1604278144.3882625,29,18.788625717163086
1604279243.6460798,30,21.101125717163086
1604280344.6567566,31,23.062875747680664
1604281449.7846146,32,16.576374053955078
1604282558.1757574,33,12.353249549865723
1604283665.5611315,34,15.13962459564209
1604284779.0662518,35,21.272249221801758
1604285891.79942,36,22.713125228881836
1604287001.8029077,37,21.422374725341797
1604288108.2077665,38,24.07575035095215
1604289216.209213,39,19.868125915527344
1604290321.4814525,40,22.574750900268555
