Wall time,Step,Value
1604247158.016517,1,2.0804998874664307
1604248267.7648969,2,-1.4586249589920044
1604249377.599038,3,2.2118749618530273
1604250492.6904957,4,-8.836625099182129
1604251601.50862,5,-6.265124797821045
1604252706.5327826,6,-7.689374923706055
1604253816.3725019,7,-14.90999984741211
1604254924.4100196,8,-4.880624771118164
1604256034.431195,9,-0.6620000004768372
1604257142.1499326,10,3.2793750762939453
1604258251.4747503,11,12.305500030517578
1604259362.8984327,12,7.150875091552734
1604260473.7847042,13,7.1701250076293945
1604261579.9813473,14,7.708374977111816
1604262687.5343456,15,4.0542497634887695
1604263799.2899413,16,15.524749755859375
1604264910.6014736,17,7.685375213623047
1604266020.6494658,18,10.991999626159668
1604267136.1626227,19,6.917250156402588
1604268239.0728495,20,14.520999908447266
1604269353.8628175,21,13.606624603271484
1604270465.7464538,22,6.383874893188477
1604271576.8234682,23,15.970499992370605
1604272683.195702,24,17.37387466430664
1604273789.6530998,25,14.406624794006348
1604274899.605668,26,19.72512435913086
1604276017.6367583,27,17.864749908447266
1604277120.8648093,28,19.038625717163086
1604278225.25512,29,19.798625946044922
1604279328.1154969,30,9.631750106811523
1604280432.7843335,31,17.088375091552734
1604281542.0222526,32,17.203750610351562
1604282652.953001,33,18.131250381469727
1604283764.7285485,34,21.333375930786133
1604284881.3694756,35,15.895500183105469
1604285997.3138163,36,15.817874908447266
1604287111.6070604,37,21.481374740600586
1604288221.1574936,38,17.792375564575195
1604289332.2193258,39,20.21649932861328
1604290439.4304683,40,22.675874710083008
