Wall time,Step,Value
1600805457.8217633,0,0.0
1600806116.4983408,1,0.6279069781303406
1600806774.9469593,2,1.3225806951522827
1600807431.5397944,3,2.4571428298950195
1600808089.8006837,4,2.4210526943206787
1600808747.4382162,5,2.971428632736206
1600809403.6029987,6,2.696969747543335
1600810059.1942937,7,2.78125
1600810714.869449,8,3.0
1600811369.4080179,9,3.0303030014038086
1600812024.991456,10,3.186046600341797
1600812679.9893498,11,3.1470587253570557
1600813335.2768617,12,3.4864864349365234
1600813990.4618747,13,3.5625
1600814643.9262488,14,3.761904716491699
1600815297.5340562,15,3.75
1600815951.1837425,16,3.4324324131011963
1600816604.4815848,17,3.4210526943206787
1600817257.2062519,18,3.8636362552642822
1600817910.5510306,19,3.857142925262451
1600818563.9714704,20,3.4761905670166016
1600819216.34051,21,3.91304349899292
1600819869.8603241,22,4.079999923706055
1600820522.3986347,23,3.5714285373687744
1600821173.8943691,24,3.86956524848938
1600821827.8882847,25,3.3548386096954346
1600822481.1695933,26,3.954545497894287
1600823133.2342606,27,3.444444417953491
1600823786.6571202,28,3.625
1600824440.6311967,29,3.640000104904175
1600825094.2840092,30,3.433333396911621
1600825748.4628909,31,3.8333332538604736
1600826402.8236382,32,3.91304349899292
1600827057.1339324,33,3.4285714626312256
1600827710.7606134,34,3.9583332538604736
1600828364.650972,35,4.17391300201416
1600829018.3415706,36,4.043478488922119
1600829672.4038146,37,3.7666666507720947
1600830326.0046928,38,3.904761791229248
1600830980.2400637,39,4.291666507720947
1600831633.8092782,40,4.0
