Wall time,Step,Value
1612277447.1192904,0,0.0
1612277457.5391915,1,0.06451612710952759
1612277467.7796848,2,0.01682368852198124
1612277480.754393,3,0.02465023286640644
1612277493.0087678,4,0.020517395809292793
1612277504.7590475,5,0.023355577141046524
1612277516.6169615,6,0.01887979917228222
1612277530.3695374,7,0.022491348907351494
1612277543.1008081,8,0.02392604760825634
1612277558.958472,9,0.024729520082473755
1612277570.5715663,10,0.0520833320915699
1612277583.5456593,11,0.018927445635199547
1612277596.1106114,12,0.020344287157058716
1612277609.0213125,13,0.03632236272096634
1612277623.8238504,14,0.023364486172795296
1612277636.0546265,15,0.03212851285934448
1612277647.8624487,16,0.033834587782621384
1612277663.6318438,17,0.052903227508068085
1612277672.088817,18,0.0589519664645195
1612277687.1878426,19,0.07751937955617905
1612277701.6706078,20,0.060648802667856216
1612277716.8893607,21,0.06301824003458023
1612277728.4345927,22,0.0714285746216774
1612277741.6545832,23,0.04378531128168106
1612277752.197386,24,0.08219178020954132
1612277765.788651,25,0.136286199092865
1612277776.4862423,26,0.07195301353931427
1612277794.280928,27,0.051148999482393265
1612277809.9757886,28,0.1979166716337204
1612277824.6858108,29,0.06866197288036346
1612277843.7829225,30,0.08468244224786758
1612277856.524705,31,0.06655844300985336
1612277871.3021524,32,0.10480349510908127
1612277887.0061219,33,0.1349206417798996
1612277903.8287706,34,0.06785714626312256
1612277919.5098479,35,0.14566929638385773
1612277931.9299319,36,0.10526315867900848
1612277944.4549267,37,0.20338982343673706
1612277961.3398385,38,0.17906683683395386
1612277975.4823852,39,0.07097361236810684
1612277990.284897,40,0.1520978957414627
1612278007.525989,41,0.1584022045135498
1612278022.3028944,42,0.22238586843013763
1612278038.0024912,43,0.22926829755306244
1612278048.2445989,44,0.13715046644210815
1612278061.5990546,45,0.17795485258102417
1612278074.6800263,46,0.15539568662643433
1612278086.2376304,47,0.32914572954177856
1612278095.501135,48,0.2682403326034546
1612278110.4573982,49,0.16347123682498932
1612278123.7766614,50,0.22617124021053314
1612278137.8224041,51,0.23404255509376526
1612278149.474798,52,0.1837381273508072
1612278163.537135,53,0.3580034375190735
1612278176.6833544,54,0.28600406646728516
1612278193.3991506,55,0.14118564128875732
1612278207.2570887,56,0.39523810148239136
1612278219.1648386,57,0.4433962404727936
1612278236.0165107,58,0.3333333432674408
1612278247.737827,59,0.34659090638160706
1612278263.2203624,60,0.2885802388191223
1612278277.1252227,61,0.29216867685317993
1612278290.9911935,62,0.14398281276226044
1612278304.0231655,63,0.3224699795246124
1612278317.9344497,64,0.21989528834819794
1612278330.6449213,65,0.22364217042922974
1612278343.4746094,66,0.21199999749660492
1612278356.2220588,67,0.3266666531562805
1612278372.2786317,68,0.2600780129432678
1612278387.9920824,69,0.2678034007549286
1612278401.2962284,70,0.44331640005111694
1612278416.3277373,71,0.2454545497894287
1612278433.6581416,72,0.3800675570964813
1612278443.2859657,73,0.24598930776119232
1612278457.0109444,74,0.3426966369152069
1612278473.1435618,75,0.23513513803482056
1612278487.380258,76,0.31598514318466187
1612278503.8786054,77,0.23268398642539978
1612278520.868666,78,0.26353421807289124
1612278538.727797,79,0.2195121943950653
1612278552.0046878,80,0.2669983506202698
1612278570.630602,81,0.34662577509880066
1612278586.6220782,82,0.5179063081741333
1612278603.7211752,83,0.5046948194503784
1612278619.9775162,84,0.2641791105270386
1612278640.0457997,85,0.44058501720428467
1612278658.6278703,86,0.40353259444236755
1612278673.0381567,87,0.22616137564182281
1612278690.3794074,88,0.21682848036289215
1612278706.692571,89,0.36650869250297546
1612278722.5472891,90,0.23464912176132202
1612278738.5479674,91,0.20441347360610962
1612278757.3459902,92,0.2890625
1612278776.3060744,93,0.28286853432655334
1612278792.9360135,94,0.42352941632270813
1612278808.4235291,95,0.25570228695869446
1612278822.3626366,96,0.1586666703224182
1612278839.2754748,97,0.3408239781856537
1612278855.1856947,98,0.25919732451438904
1612278872.650872,99,0.28018224239349365
1612278888.7607844,100,0.2131979763507843
